Price,Adj Close,Close,High,Low,Open,Volume,returns
2004-03-16,74.62814331054688,111.79000091552734,112.05999755859375,110.83999633789062,111.77999877929688,59832600,0.005305791218319422
2004-03-17,75.46260833740234,113.04000091552734,113.26000213623047,112.0999984741211,112.18000030517578,41607300,0.011181679844018744
2004-03-18,75.482666015625,113.06999969482422,113.2699966430664,111.93000030517578,112.69999694824219,60014300,0.00026538198030712223
2004-03-19,74.40074920654297,111.05999755859376,112.56999969482422,111.04000091552734,112.41000366210938,48636200,-0.017776617508228898
2004-03-22,73.45613861083984,109.6500015258789,110.56999969482422,109.0999984741211,110.54000091552734,62752100,-0.012695804643530262
2004-03-23,73.32881927490234,109.45999908447266,110.4000015258789,109.36000061035156,110.25,54080200,-0.001732808379044215
2004-03-24,73.38915252685547,109.5500030517578,110.13999938964844,108.8499984741211,109.58000183105469,51584300,0.0008222544129175002
2004-03-25,74.3604965209961,111.0,111.30000305175781,109.79000091552734,110.08000183105469,49873600,0.013235937086712335
2004-03-26,74.380615234375,111.02999877929688,111.79000091552734,110.80000305175781,110.95999908447266,37409500,0.00027025927294488383
2004-03-29,75.42570495605469,112.58999633789062,112.73999786376953,111.58000183105469,111.62999725341797,44113600,0.014050234853147048
2004-03-30,75.68028259277344,112.97000122070312,113.06999969482422,112.22000122070312,112.30000305175781,39059900,0.003375121193468056
2004-03-31,75.76737213134766,113.0999984741211,113.4000015258789,112.37999725341797,112.98999786376953,48517600,0.0011507236612664506
2004-04-01,76.222900390625,113.77999877929688,113.87000274658203,113.05000305175781,113.06999969482422,45103800,0.0060123812055699055
2004-04-02,76.7990493774414,114.63999938964844,114.83999633789062,113.9000015258789,114.80999755859375,50987700,0.007558451569504188
2004-04-05,77.22105407714844,115.2699966430664,115.37999725341797,114.44000244140625,114.45999908447266,30251800,0.005495440132345708
2004-04-06,76.97320556640625,114.9000015258789,115.18000030517578,114.62000274658203,114.83000183105469,28420900,-0.0032098128564468364
2004-04-07,76.7923355102539,114.62999725341795,114.9800033569336,114.11000061035156,114.94999694824219,45890500,-0.0023499066046586137
2004-04-08,76.6181411743164,114.37000274658205,115.41000366210938,113.73999786376953,115.41000366210938,46929700,-0.0022681192799920424
2004-04-12,76.91958618164062,114.81999969482422,115.08000183105469,114.56999969482422,114.58000183105469,23085200,0.00393457145611209
2004-04-13,75.8410415649414,113.20999908447266,115.30000305175781,113.0199966430664,115.26000213623047,56210300,-0.014021952748917599
2004-04-14,75.96162414550781,113.38999938964844,113.63999938964844,112.55000305175781,112.61000061035156,62322300,0.0015899682592654951
2004-04-15,75.67354583740234,112.95999908447266,113.77999877929688,112.36000061035156,113.44999694824219,61602500,-0.0037922242480851187
2004-04-16,76.25640106201172,113.83000183105467,114.05000305175781,112.9800033569336,113.37999725341797,47059200,0.00770186573683862
2004-04-19,76.25640106201172,113.83000183105467,113.98999786376953,113.2699966430664,113.55000305175781,28277600,0.0
2004-04-20,74.97686004638672,111.91999816894533,114.31999969482422,111.77999877929688,114.08000183105469,53299400,-0.016779439790786888
2004-04-21,75.4792709350586,112.66999816894533,112.94999694824219,111.87000274658203,112.19999694824219,50177300,0.006701215263315685
2004-04-22,76.5377426147461,114.25,114.66999816894531,112.44000244140625,112.4800033569336,62071500,0.014023270229271745
2004-04-23,76.6114730834961,114.36000061035156,114.56999969482422,113.79000091552734,114.41999816894531,29395700,0.0009628062175190966
2004-04-26,76.50425720214844,114.1999969482422,114.94000244140625,113.5999984741211,114.5,35515200,-0.0013991226062907147
2004-04-27,76.5712661743164,114.3000030517578,115.12000274658203,113.95999908447266,114.2300033569336,43485500,0.0008757102118042148
2004-04-28,75.57978820800781,112.81999969482422,114.01000213623047,112.5,113.88999938964844,50165800,-0.012948410476099403
2004-04-29,74.91658782958984,111.83000183105467,113.31999969482422,111.16000366210938,112.72000122070312,69687600,-0.008775020975425152
2004-04-30,74.33374786376953,110.95999908447266,112.37999725341797,110.9000015258789,112.16999816894531,48681400,-0.007779689996753825
2004-05-03,75.13092041015625,112.1500015258789,112.29000091552734,111.3499984741211,111.37000274658203,33758000,0.010724607527261343
2004-05-04,75.07066345214844,112.05999755859376,113.26000213623047,111.66000366210938,112.25,51185100,-0.0008025320201566766
2004-05-05,75.5530014038086,112.77999877929688,112.95999908447266,112.16000366210938,112.41000366210938,34405000,0.006425140428248266
2004-05-06,74.9031753540039,111.80999755859376,112.58999633789062,111.0,112.0199966430664,54997000,-0.008600826664321382
2004-05-07,73.66381072998047,109.95999908447266,112.2300033569336,109.95999908447266,111.22000122070312,60950000,-0.016545912838890953
2004-05-10,72.90680694580078,108.83000183105467,109.75,108.36000061035156,109.44000244140625,75279400,-0.010276439276340033
2004-05-11,73.52316284179688,109.75,110.05000305175781,109.33000183105469,109.45999908447266,48300600,0.008453534443319421
2004-05-12,73.99205780029297,110.4499969482422,110.54000091552734,108.05999755859375,109.56999969482422,90830500,0.00637810431200192
2004-05-13,73.68390655517578,109.98999786376952,110.80999755859375,109.62999725341797,109.76000213623047,57393700,-0.004164772269647399
2004-05-14,73.71741485595703,110.04000091552734,110.73999786376953,109.2699966430664,109.94999694824219,54123100,0.00045461453522133155
2004-05-17,73.08769989013672,109.0999984741211,109.5,108.41000366210938,108.88999938964844,55020400,-0.008542370352467077
2004-05-18,73.45613861083984,109.6500015258789,109.94000244140625,109.33000183105469,109.48999786376953,30193100,0.005041274605409596
2004-05-19,73.20159149169922,109.2699966430664,111.18000030517578,109.1500015258789,110.5,54804100,-0.003465616758088319
2004-05-20,73.43603515625,109.62000274658205,109.87000274658203,109.04000091552734,109.44999694824219,38082900,0.0032031309075530867
2004-05-21,73.5633544921875,109.80999755859376,110.55000305175781,109.47000122070312,109.97000122070312,47480400,0.0017332129835003762
2004-05-24,73.87147521972656,110.2699966430664,110.76000213623047,109.68000030517578,110.52999877929688,40961500,0.0041890455759932
2004-05-25,74.92996215820312,111.8499984741211,111.9800033569336,109.5999984741211,109.9000015258789,48668000,0.01432848353273286
2004-05-26,75.19122314453125,112.23999786376952,112.29000091552734,111.51000213623047,111.66000366210938,35977000,0.003486807286266158
2004-05-27,75.6132583618164,112.87000274658205,113.02999877929688,112.05999755859375,112.54000091552734,45306900,0.005613015812573341
2004-05-28,75.6065673828125,112.86000061035156,112.87999725341797,112.36000061035156,112.7300033569336,23367200,-8.861642586244223e-05
2004-06-01,75.50605773925781,112.70999908447266,112.86000061035156,111.87000274658203,112.45999908447266,41044700,-0.0013290937893646326
2004-06-02,75.78742980957031,113.12999725341795,113.4800033569336,112.45999908447266,113.02999877929688,39774200,0.003726361213351792
2004-06-03,75.09072875976562,112.08999633789062,113.19000244140625,112.06999969482422,112.80999755859375,38688300,-0.009192972162791357
2004-06-04,75.68692779541016,112.9800033569336,113.58000183105469,112.70999908447266,112.9800033569336,32739500,0.007940111054692833
2004-06-07,76.83922576904297,114.6999969482422,114.80999755859375,113.41999816894531,113.43000030517578,31643800,0.015223876263082525
2004-06-08,76.94641876220703,114.86000061035156,114.91999816894531,114.16999816894531,114.37000274658203,32846500,0.001394975295261336
2004-06-09,76.2296142578125,113.79000091552734,114.69999694824219,113.72000122070312,114.51000213623047,36737600,-0.00931568595802168
2004-06-10,76.60475158691406,114.3499984741211,114.3499984741211,113.93000030517578,114.04000091552734,21711000,0.0049213248447854685
2004-06-14,75.84778594970703,113.22000122070312,113.8499984741211,112.87000274658203,113.81999969482422,34633000,-0.009881917520739636
2004-06-15,76.38367462158203,114.0199966430664,114.44999694824219,113.51000213623047,113.9000015258789,37445000,0.007065848911305128
2004-06-16,76.37027740478516,114.0,114.19999694824219,113.69999694824219,114.0,26633400,-0.00017537838673165052
2004-06-17,76.25640106201172,113.83000183105467,114.06999969482422,113.33000183105469,113.8499984741211,28402400,-0.0014912120082923863
2004-06-18,76.40026092529297,113.62999725341795,114.22000122070312,113.18000030517578,113.2699966430664,31799800,-0.0017570462480845928
2004-06-21,76.11115264892578,113.1999969482422,114.13999938964844,113.12999725341797,113.75,25284000,-0.003784214693033583
2004-06-22,76.49441528320312,113.7699966430664,113.87999725341797,112.66999816894531,113.12999725341797,37334000,0.005035333128894148
2004-06-23,77.1533432006836,114.75,114.83999633789062,113.41999816894531,113.61000061035156,35580000,0.008613899849256201
2004-06-24,76.91124725341797,114.38999938964844,114.93000030517578,114.26000213623047,114.55999755859375,35272100,-0.0031372602209286393
2004-06-25,76.54146575927734,113.83999633789062,114.94000244140625,113.68000030517578,114.41000366210938,32837900,-0.0048081393014465235
2004-06-28,76.27923583984375,113.4499969482422,114.61000061035156,113.41000366210938,114.5199966430664,40824500,-0.003425855606063566
2004-06-29,76.59523010253906,113.91999816894533,114.16999816894531,113.41999816894531,113.52999877929688,28418100,0.004142805053732657
2004-06-30,77.00540924072266,114.52999877929688,114.79000091552734,113.6500015258789,114.06999969482422,52230600,0.0053546402752473465
2004-07-01,75.93637084960938,112.94000244140624,114.4000015258789,112.58000183105469,114.25,57734700,-0.013882793633435808
2004-07-02,75.89601135253906,112.87999725341795,113.29000091552734,112.5999984741211,113.16000366210938,34615100,-0.0005313014582181141
2004-07-06,75.23037719726562,111.88999938964844,112.44999694824219,111.62999725341797,112.37000274658203,38698200,-0.008770356908735177
2004-07-07,75.45226287841797,112.22000122070312,112.56999969482422,111.75,111.80999755859375,29839800,0.0029493416110002446
2004-07-08,74.92781066894531,111.44000244140624,112.31999969482422,111.19999694824219,111.80999755859375,45291100,-0.00695062173242067
2004-07-09,75.12281799316406,111.7300033569336,111.94000244140625,111.37999725341797,111.72000122070312,27412900,0.0026023053587049816
2004-07-12,75.15641784667969,111.77999877929688,112.04000091552734,111.0,111.5199966430664,35691300,0.00044746639990300707
2004-07-13,75.210205078125,111.86000061035156,112.0199966430664,111.5999984741211,111.91999816894531,26752000,0.0007157079256427945
2004-07-14,74.98159790039062,111.5199966430664,112.38999938964844,111.12000274658203,111.26000213623047,54089400,-0.0030395491277486197
2004-07-15,74.49751281738281,110.8000030517578,111.91000366210938,110.69999694824219,111.73999786376953,38403500,-0.006456183760595313
2004-07-16,74.43696594238281,110.70999908447266,111.66999816894531,110.44000244140625,111.56999969482422,40871200,-0.0008123101516802622
2004-07-19,74.12098693847656,110.23999786376952,110.95999908447266,109.98999786376953,110.75,39592800,-0.004245336686747869
2004-07-20,75.06226348876953,111.63999938964844,111.9000015258789,110.25,110.52999877929688,46679800,0.01269957867387661
2004-07-21,73.67723083496094,109.58000183105467,112.05999755859375,109.44999694824219,111.81999969482422,56241100,-0.01845214591415323
2004-07-22,73.87891387939453,109.87999725341795,110.38999938964844,108.7699966430664,109.36000061035156,72477100,0.002737684042256161
2004-07-23,73.26034545898438,108.95999908447266,109.70999908447266,108.69000244140625,109.62000274658203,49610500,-0.008372753840023228
2004-07-26,73.11915588378906,108.75,109.43000030517578,108.20999908447266,109.19000244140625,49679100,-0.001927304389107487
2004-07-27,73.80497741699219,109.7699966430664,110.11000061035156,108.97000122070312,109.05000305175781,51295100,0.009379279476472657
2004-07-28,74.0268325805664,110.0999984741211,110.37000274658203,108.58999633789062,109.55000305175781,65862300,0.003006302643223435
2004-07-29,74.3428726196289,110.56999969482422,110.87000274658203,110.0,110.54000091552734,52200500,0.004268857649563085
2004-07-30,74.52437591552734,110.83999633789062,110.9000015258789,110.0999984741211,110.31999969482422,41581700,0.00244186166059146
2004-08-02,74.67903900146484,111.06999969482422,111.36000061035156,110.05000305175781,110.19000244140625,38263100,0.002075093508957071
2004-08-03,74.1008071899414,110.20999908447266,111.05999755859375,110.16000366210938,110.93000030517578,40948800,-0.007742870376469813
2004-08-04,74.09407806396484,110.1999969482422,110.75,109.63999938964844,109.88999938964844,40763200,-9.075525191493128e-05
2004-08-05,72.88382720947266,108.4000015258789,110.37999725341797,108.2699966430664,110.29000091552734,50772000,-0.016333897206990855
2004-08-06,71.84172058105469,106.8499984741211,107.95999908447266,106.62000274658203,107.62999725341797,74729000,-0.014298920940400306
2004-08-09,71.94256591796875,107.0,107.4800033569336,106.87000274658203,107.0199966430664,37476300,0.0014038514555079207
2004-08-10,72.8703842163086,108.37999725341795,108.41000366210938,107.26000213623047,107.30999755859375,55870600,0.012897170592691243
2004-08-11,72.72246551513672,108.16000366210938,108.33000183105469,107.0999984741211,107.68000030517578,52933200,-0.0020298357343023765
2004-08-12,71.92906951904297,106.9800033569336,107.94999694824219,106.62999725341797,107.68000030517578,50015900,-0.010909765765745427
2004-08-13,72.07025909423828,107.19000244140624,107.3499984741211,106.58999633789062,107.0999984741211,41634700,0.0019629751157512754
2004-08-16,72.81658935546875,108.3000030517578,108.63999938964844,107.0999984741211,107.13999938964844,45731900,0.01035544906306285
2004-08-17,73.22673034667969,108.91000366210938,109.27999877929688,108.52999877929688,108.75,40701600,0.0056325077854342265
2004-08-18,73.97979736328125,110.02999877929688,110.16999816894531,108.48999786376953,108.5199966430664,43165400,0.010283675323914832
2004-08-19,73.76464080810547,109.70999908447266,110.0199966430664,109.18000030517578,109.80999755859375,39881600,-0.002908294995677352
2004-08-20,74.28235626220703,110.4800033569336,110.62999725341797,109.51000213623047,109.61000061035156,44870900,0.007018542328744992
2004-08-23,74.09407806396484,110.1999969482422,110.7699966430664,110.05000305175781,110.55000305175781,33745100,-0.0025344532963740285
2004-08-24,74.19495391845703,110.3499984741211,110.7300033569336,109.8499984741211,110.63999938964844,30453100,0.0013611754086466643
2004-08-25,74.6991958618164,111.0999984741211,111.2699966430664,109.9000015258789,110.33000183105469,38551400,0.0067965565053984545
2004-08-26,74.6991958618164,111.0999984741211,111.30999755859375,110.8499984741211,110.95999908447266,26629500,0.0
2004-08-27,74.93453979492188,111.4499969482422,111.62999725341797,111.05000305175781,111.19999694824219,24902900,0.003150301340486772
2004-08-30,74.31598663330078,110.52999877929688,111.33999633789062,110.44999694824219,111.22000122070312,26726500,-0.008254806587142172
2004-08-31,74.70591735839844,111.11000061035156,111.16000366210938,110.0999984741211,110.66000366210938,44125300,0.005247460756901079
2004-09-01,74.84712982177734,111.31999969482422,111.63999938964844,110.4800033569336,110.94999694824219,52778300,0.00189001064997818
2004-09-02,75.69430541992188,112.58000183105467,112.69999694824219,111.23999786376953,111.23999786376953,42736600,0.011318740025913154
2004-09-03,75.3850326538086,112.12000274658205,112.81999969482422,112.01000213623047,112.33000183105469,30480500,-0.004085975102069539
2004-09-07,75.88256072998047,112.86000061035156,113.12999725341797,112.31999969482422,112.54000091552734,37338800,0.006600052137370138
2004-09-08,75.69430541992188,112.58000183105467,113.05999755859375,112.30999755859375,112.62000274658203,32963100,-0.002480939019871009
2004-09-09,75.62706756591797,112.4800033569336,112.87999725341797,112.02999877929688,112.56999969482422,34314800,-0.0008882436711197261
2004-09-10,76.01702880859375,113.05999755859376,113.2699966430664,112.08000183105469,112.5199966430664,27900600,0.005156420557880681
2004-09-13,76.26581573486328,113.43000030517578,113.73999786376953,113.01000213623047,113.30999755859375,44398100,0.00327262298400699
2004-09-14,76.42044830322266,113.66000366210938,113.69000244140625,113.19000244140625,113.30000305175781,28048900,0.0020277118603084787
2004-09-15,75.84224700927734,112.8000030517578,113.36000061035156,112.68000030517578,113.30000305175781,38295000,-0.007566431309541377
2004-09-16,76.07083129882812,113.13999938964844,113.37000274658203,112.80000305175781,112.8499984741211,23911700,0.0030141518501078934
2004-09-17,76.39423370361328,113.1500015258789,113.36000061035156,112.69000244140625,112.94999694824219,33683000,8.840495213391364e-05
2004-09-20,75.93511199951172,112.47000122070312,112.98999786376953,112.27999877929688,112.66999816894531,37149400,-0.0060097242245308324
2004-09-21,76.26592254638672,112.95999908447266,113.47000122070312,112.54000091552734,112.75,40920800,0.004356698305781892
2004-09-22,75.31396484375,111.5500030517578,112.5199966430664,111.47000122070312,112.5,49042100,-0.012482259597580647
2004-09-23,74.90886688232422,110.9499969482422,111.69999694824219,110.94999694824219,111.5999984741211,44068700,-0.0053788084903699795
2004-09-24,75.25318908691406,111.45999908447266,111.7300033569336,111.12999725341797,111.16999816894531,34981100,0.004596684544915908
2004-09-27,74.77381134033203,110.75,111.19999694824219,110.58000183105469,111.0999984741211,39355100,-0.006369990044002849
2004-09-28,75.1316909790039,111.27999877929688,111.51000213623047,110.41000366210938,110.91000366210938,41662900,0.004785542025254053
2004-09-29,75.50973510742188,111.83999633789062,111.8499984741211,111.0,111.20999908447266,33325700,0.0050323289426377205
2004-09-30,75.45575714111328,111.76000213623048,111.9800033569336,111.26000213623047,111.55000305175781,43536700,-0.0007152557607250642
2004-10-01,76.73181915283203,113.6500015258789,113.6500015258789,112.20999908447266,112.26000213623047,62824300,0.016911232583411984
2004-10-04,76.86009216308594,113.83999633789062,114.44000244140625,113.80000305175781,114.0999984741211,33082400,0.0016717537128096982
2004-10-05,76.90056610107422,113.9000015258789,114.16000366210938,113.54000091552734,113.8499984741211,36910600,0.0005271011061014352
2004-10-06,77.42720794677734,114.68000030517578,114.68000030517578,113.68000030517578,113.7699966430664,42297800,0.006848101570215093
2004-10-07,76.59675598144531,113.4499969482422,114.4000015258789,113.36000061035156,114.37999725341797,39388800,-0.01072552627886647
2004-10-08,75.96208953857422,112.51000213623048,113.7699966430664,112.3499984741211,113.1500015258789,51872600,-0.008285542858503248
2004-10-11,76.272705078125,112.97000122070312,113.0199966430664,112.63999938964844,112.77999877929688,20229100,0.004088517249476675
2004-10-12,75.97563171386719,112.52999877929688,112.83000183105469,111.94000244140625,112.19999694824219,41754700,-0.0038948609068937268
2004-10-13,75.30722045898438,111.54000091552734,113.06999969482422,111.31999969482422,113.0,54212600,-0.008797635070726284
2004-10-14,74.69957733154297,110.63999938964844,111.93000030517578,110.58000183105469,111.68000030517578,64082200,-0.008068867836575566
2004-10-15,75.11817932128906,111.26000213623048,111.73999786376953,110.56999969482422,111.0199966430664,63482200,0.005603784797562517
2004-10-18,75.40176391601562,111.68000030517578,111.9000015258789,110.69999694824219,110.88999938964844,43535100,0.0037749250483658514
2004-10-19,74.76709747314453,110.73999786376952,112.2300033569336,110.58999633789062,112.0199966430664,55851900,-0.008416927281855502
2004-10-20,74.61856842041016,110.5199966430664,110.81999969482422,109.75,110.37999725341797,57118500,-0.0019866464235781534
2004-10-21,75.10465240478516,111.23999786376952,111.31999969482422,110.20999908447266,110.79000091552734,53218300,0.006514669223420366
2004-10-22,74.26071166992188,109.98999786376952,111.25,109.86000061035156,111.19000244140625,48752400,-0.011236965336252625
2004-10-25,74.17298126220703,109.86000061035156,110.12000274658203,109.3499984741211,109.75,43990900,-0.0011819006813598154
2004-10-26,75.30722045898438,111.54000091552734,111.5999984741211,109.87999725341797,110.12999725341797,54337400,0.015292192752978107
2004-10-27,76.21195220947266,112.87999725341795,113.0999984741211,111.12000274658203,111.37999725341797,73896000,0.012013594467382482
2004-10-28,76.44149780273438,113.22000122070312,113.55999755859375,112.48999786376953,112.77999877929688,54413300,0.003012083412102351
2004-10-29,76.42797088623047,113.1999969482422,113.63999938964844,112.9000015258789,113.12000274658203,48820200,-0.00017668496948630708
2004-11-01,76.63728332519531,113.51000213623048,113.83999633789062,113.19999694824219,113.55999755859375,36720900,0.0027385618051740668
2004-11-02,76.66429138183594,113.5500030517578,114.56999969482422,113.22000122070312,113.66999816894531,56210000,0.0003523999187253768
2004-11-03,77.62976837158203,114.9800033569336,115.36000061035156,114.23999786376953,115.02999877929688,76960200,0.012593573463172802
2004-11-04,78.68976593017578,116.5500030517578,116.66999816894531,114.68000030517578,114.77999877929688,55350300,0.0136545455643311
2004-11-05,79.18266296386719,117.27999877929688,117.63999938964844,116.48999786376953,117.05000305175781,63287200,0.006263369441654065
2004-11-08,79.06784057617188,117.11000061035156,117.2300033569336,116.72000122070312,116.9800033569336,33863800,-0.001449506912642673
2004-11-09,78.91255187988281,116.87999725341795,117.5,116.76000213623047,117.08000183105469,44658100,-0.00196399415707349
2004-11-10,78.97335052490234,116.97000122070312,117.55000305175781,116.76000213623047,117.05999755859375,45265400,0.0007700544952102817
2004-11-11,79.5742416381836,117.86000061035156,118.12000274658203,117.0999984741211,117.18000030517578,37863200,0.007608783280844467
2004-11-12,80.20211791992188,118.79000091552734,119.0,117.68000030517578,117.97000122070312,55583700,0.007890720349225111
2004-11-15,80.39917755126953,118.7300033569336,118.7699966430664,118.2300033569336,118.5,35297900,-0.0005050724651177729
2004-11-16,79.8235855102539,117.87999725341795,118.41000366210938,117.7300033569336,118.36000061035156,40028700,-0.007159151684349774
2004-11-17,80.297607421875,118.58000183105467,119.13999938964844,118.06999969482422,118.37000274658203,54494000,0.00593828125166862
2004-11-18,80.40594482421875,118.73999786376952,118.80000305175781,118.2300033569336,118.52999877929688,31854300,0.0013492665731511533
2004-11-19,79.5121078491211,117.41999816894533,118.72000122070312,117.13999938964844,118.69999694824219,54276500,-0.011116723248880578
2004-11-22,79.89127349853516,117.9800033569336,118.12000274658203,117.02999877929688,117.16999816894531,37560200,0.004769248822355854
2004-11-23,80.01321411132812,118.16000366210938,118.26000213623047,117.37000274658203,117.93000030517578,41968800,0.0015256848622999808
2004-11-24,80.2027816772461,118.44000244140624,118.58999633789062,118.05000305175781,118.2699966430664,29724800,0.002369657842069328
2004-11-26,80.14185333251953,118.3499984741211,118.9800033569336,118.30000305175781,118.51000213623047,15487700,-0.0007599118999483956
2004-11-29,79.7762222290039,117.80999755859376,119.01000213623047,117.4800033569336,118.79000091552734,61460800,-0.004562745437173832
2004-11-30,79.83035278320312,117.88999938964844,118.23999786376953,117.63999938964844,118.0,53685200,0.0006790750590999206
2004-12-01,80.73775482177734,119.2300033569336,119.5,118.0999984741211,118.16000366210938,49898300,0.011366561830713051
2004-12-02,80.8054428100586,119.33000183105467,119.87000274658203,119.01000213623047,119.0999984741211,60163500,0.000838702267093927
2004-12-03,80.75131225585938,119.25,120.13999938964844,119.08999633789062,119.30999755859375,49067900,-0.0006704251221577584
2004-12-06,80.72419738769531,119.20999908447266,119.63999938964844,118.83999633789062,119.20999908447266,33030500,-0.0003354374467702259
2004-12-07,79.97256469726562,118.0999984741211,119.62000274658203,118.04000091552734,119.48999786376953,52047200,-0.00931130457911511
2004-12-08,80.43980407714844,118.79000091552734,118.81999969482422,118.01000213623047,118.20999908447266,43895100,0.0058425270984017175
2004-12-09,80.72419738769531,119.20999908447266,119.45999908447266,117.7300033569336,118.13999938964844,60922800,0.0035356357076212763
2004-12-10,80.8054428100586,119.33000183105467,119.55999755859375,118.8499984741211,118.91999816894531,47828600,0.00100665000841893
2004-12-13,81.5097427368164,120.37000274658205,120.4000015258789,119.3499984741211,119.76000213623047,38541000,0.00871533478227704
2004-12-14,81.7940902709961,120.79000091552734,120.95999908447266,120.18000030517578,120.18000030517578,41500700,0.003489226213855945
2004-12-15,81.85506439208984,120.87999725341795,121.11000061035156,120.30999755859375,120.69999694824219,46699200,0.0007450644689832586
2004-12-16,81.80766296386719,120.80999755859376,121.23999786376953,120.04000091552734,120.72000122070312,51641800,-0.0005790841860910945
2004-12-17,81.26201629638672,119.44000244140624,119.97000122070312,119.16000366210938,119.45999908447266,70761900,-0.011340080662803342
2004-12-20,81.28240966796875,119.47000122070312,120.29000091552734,119.16999816894531,119.75,47187400,0.00025116191128349286
2004-12-21,81.9083480834961,120.38999938964844,120.4800033569336,119.45999908447266,119.5999984741211,33094200,0.007700662589311902
2004-12-22,82.10568237304688,120.68000030517578,121.08000183105469,120.30000305175781,120.37999725341797,31500700,0.0024088455602424563
2004-12-23,82.1668701171875,120.7699966430664,121.27999877929688,120.66000366210938,120.87000274658203,25646100,0.0007457436001245821
2004-12-27,81.99679565429688,120.5199966430664,121.36000061035156,120.38999938964844,121.19999694824219,29944100,-0.002070050566771786
2004-12-28,82.44583129882812,121.18000030517578,121.33000183105469,120.5999984741211,120.63999938964844,23422900,0.005476300037279724
2004-12-29,82.56827545166016,121.36000061035156,121.4000015258789,120.94999694824219,121.08000183105469,22650600,0.0014853961439385
2004-12-30,82.4118423461914,121.12999725341795,121.56999969482422,121.04000091552734,121.4000015258789,21076900,-0.001895215522221938
2004-12-31,82.23490905761719,120.87000274658205,121.66000366210938,120.80000305175781,121.30000305175781,28648800,-0.00214640892207707
2005-01-03,81.84712982177734,120.3000030517578,121.76000213623047,119.9000015258789,121.55999755859375,55748000,-0.004715807742797118
2005-01-04,80.84701538085938,118.83000183105467,120.54000091552734,118.44000244140625,120.45999908447266,69167600,-0.012219461208747173
2005-01-05,80.2890853881836,118.01000213623048,119.25,118.0,118.73999786376953,65667300,-0.006900611648479327
2005-01-06,80.69731140136719,118.61000061035156,119.1500015258789,118.26000213623047,118.44000244140625,47814700,0.005084301866450591
2005-01-07,80.58165740966797,118.44000244140624,119.2300033569336,118.12999725341797,118.97000122070312,55847700,-0.0014332532507422835
2005-01-10,80.96268463134766,119.0,119.45999908447266,118.33999633789062,118.33999633789062,56563300,0.004728111677224867
2005-01-11,80.40476989746094,118.18000030517578,118.73999786376953,117.98999786376953,118.63999938964844,63099700,-0.006890753738018618
2005-01-12,80.67010498046875,118.56999969482422,118.83999633789062,117.5199966430664,118.4000015258789,72720500,0.0033000455968974496
2005-01-13,80.02376556396484,117.62000274658205,118.7300033569336,117.5,118.63999938964844,55537500,-0.00801211900723009
2005-01-14,80.44558715820312,118.23999786376952,118.52999877929688,117.76000213623047,117.97000122070312,42032500,0.005271170742303655
2005-01-18,81.28240966796875,119.47000122070312,119.62000274658203,117.94999694824219,118.05000305175781,57391700,0.010402599620737085
2005-01-19,80.4320068359375,118.22000122070312,119.5199966430664,118.20999908447266,119.43000030517578,54378900,-0.01046287760297926
2005-01-20,79.94208526611328,117.5,118.19999694824219,117.29000091552734,117.88999938964844,72049300,-0.006090350306789172
2005-01-21,79.4522705078125,116.77999877929688,118.0,116.6500015258789,117.79000091552734,63160400,-0.006127669963430837
2005-01-24,79.29576873779297,116.5500030517578,117.33999633789062,116.37000274658203,117.08999633789062,58441900,-0.001969478763000687
2005-01-25,79.52027130126953,116.87999725341795,117.47000122070312,116.72000122070312,116.91000366210938,68245000,0.002831353007460846
2005-01-26,79.7584228515625,117.2300033569336,117.5999984741211,117.04000091552734,117.31999969482422,57195100,0.002994576589155473
2005-01-27,79.89451599121094,117.43000030517578,117.75,116.9800033569336,117.19000244140625,55878800,0.0017060218588687004
2005-01-28,79.89451599121094,117.43000030517578,117.55000305175781,116.61000061035156,117.48999786376953,60738900,0.0
2005-01-31,80.39116668701172,118.16000366210938,118.25,117.70999908447266,117.94999694824219,52532700,0.006216497956539779
2005-02-01,80.90142059326172,118.91000366210938,119.08000183105469,118.0999984741211,118.25,49841200,0.006347325463400555
2005-02-02,81.14634704589844,119.2699966430664,119.58999633789062,118.9000015258789,119.05999755859375,52468900,0.0030274406683223898
2005-02-03,80.93547821044922,118.95999908447266,119.16000366210938,118.56999969482422,119.05999755859375,48837100,-0.002599124401096997
2005-02-04,81.79952239990234,120.2300033569336,120.43000030517578,118.9800033569336,119.0,50024600,0.010675893428337302
2005-02-07,81.69062805175781,120.06999969482422,120.5199966430664,119.95999908447266,120.25,45412000,-0.0013308130885961722
2005-02-08,81.785888671875,120.20999908447266,120.6500015258789,120.06999969482422,120.16999816894531,39263500,0.0011659814275362113
2005-02-09,81.1735610961914,119.30999755859376,120.48999786376953,119.25,120.41999816894531,55279400,-0.007486910679089576
2005-02-10,81.46612548828125,119.73999786376952,120.0199966430664,119.26000213623047,119.66000366210938,45858600,0.003604059290710948
2005-02-11,82.1668701171875,120.7699966430664,121.04000091552734,119.45999908447266,119.69999694824219,53133000,0.008601960895879834
2005-02-14,82.10568237304688,120.68000030517578,120.86000061035156,120.4800033569336,120.69000244140625,32432100,-0.000745187881031506
2005-02-15,82.4118423461914,121.12999725341795,121.43000030517578,120.68000030517578,120.80000305175781,43852700,0.0037288444407044263
