date,price,ticker
,BITO,
2021-10-20,12.425004959106445,BITO
2021-10-21,11.721649169921875,BITO
2021-10-22,11.342700958251953,BITO
2021-10-25,11.649879455566406,BITO
2021-10-26,11.500597953796387,BITO
2021-10-27,10.926427841186523,BITO
2021-10-28,11.35992431640625,BITO
2021-10-29,11.59533405303955,BITO
2021-11-01,11.348441123962402,BITO
2021-11-02,11.764714241027832,BITO
2021-11-03,11.59820556640625,BITO
2021-11-04,11.2824125289917,BITO
2021-11-05,11.270931243896484,BITO
2021-11-08,12.218308448791504,BITO
2021-11-09,12.436491012573242,BITO
2021-11-10,12.146536827087402,BITO
2021-11-11,11.948445320129395,BITO
2021-11-12,11.804903984069824,BITO
2021-11-15,11.73887825012207,BITO
2021-11-16,10.972362518310547,BITO
2021-11-17,11.107291221618652,BITO
2021-11-18,10.65369701385498,BITO
2021-11-19,10.624988555908203,BITO
2021-11-22,10.246036529541016,BITO
2021-11-23,10.624988555908203,BITO
2021-11-24,10.533122062683105,BITO
2021-11-26,9.887181282043457,BITO
2021-11-29,10.64221477508545,BITO
2021-11-30,10.504413604736328,BITO
2021-12-01,10.358003616333008,BITO
2021-12-02,10.418289184570312,BITO
2021-12-03,9.72928524017334,BITO
2021-12-06,8.913966178894043,BITO
2021-12-07,9.224018096923828,BITO
2021-12-08,9.258469581604004,BITO
2021-12-09,8.672815322875977,BITO
2021-12-10,8.827839851379395,BITO
2021-12-13,8.486210823059082,BITO
2021-12-14,8.704397201538086,BITO
2021-12-15,8.97138500213623,BITO
2021-12-16,8.7158784866333,BITO
2021-12-17,8.408699035644531,BITO
2021-12-20,8.549371719360352,BITO
2021-12-21,8.853677749633789,BITO
2021-12-22,8.92544937133789,BITO
2021-12-23,9.284306526184082,BITO
2021-12-27,9.318755149841309,BITO
2021-12-28,8.681427001953125,BITO
2021-12-29,8.58094596862793,BITO
2021-12-30,8.557982444763184,BITO
2021-12-31,8.296735763549805,BITO
2022-01-03,8.311089515686035,BITO
2022-01-04,8.388602256774902,BITO
2022-01-05,7.9350104331970215,BITO
2022-01-06,7.831657886505127,BITO
2022-01-07,7.581897735595703,BITO
2022-01-10,7.553187370300293,BITO
2022-01-11,7.754145622253418,BITO
2022-01-12,7.929268836975098,BITO
2022-01-13,7.739789962768555,BITO
2022-01-14,7.800080299377441,BITO
2022-01-18,7.54457426071167,BITO
2022-01-19,7.521609783172607,BITO
2022-01-20,7.722567081451416,BITO
2022-01-21,6.91873025894165,BITO
2022-01-24,6.740739345550537,BITO
2022-01-25,6.666095733642578,BITO
2022-01-26,6.674708843231201,BITO
2022-01-27,6.404850482940674,BITO
2022-01-28,6.823992729187012,BITO
2022-01-31,6.93595552444458,BITO
2022-02-01,6.9474406242370605,BITO
2022-02-02,6.76944637298584,BITO
2022-02-03,6.5570068359375,BITO
2022-02-04,7.337876796722412,BITO
2022-02-07,7.9895548820495605,BITO
2022-02-08,8.01539421081543,BITO
2022-02-09,8.104389190673828,BITO
2022-02-10,7.963717937469482,BITO
2022-02-11,7.650796413421631,BITO
2022-02-14,7.616343975067139,BITO
2022-02-15,7.980942726135254,BITO
2022-02-16,7.969459533691406,BITO
2022-02-17,7.37806510925293,BITO
2022-02-18,7.208684921264648,BITO
2022-02-22,6.829737186431885,BITO
2022-02-23,6.778060436248779,BITO
2022-02-24,6.907246112823486,BITO
2022-02-25,7.042177677154541,BITO
2022-02-28,7.573281764984131,BITO
2022-03-01,7.9752020835876465,BITO
2022-03-02,7.917783737182617,BITO
2022-03-03,7.581897735595703,BITO
2022-03-04,7.113947868347168,BITO
2022-03-07,6.763704776763916,BITO
2022-03-08,6.933084487915039,BITO
2022-03-09,7.556056499481201,BITO
2022-03-10,7.1369147300720215,BITO
2022-03-11,6.895763397216797,BITO
2022-03-14,6.981889724731445,BITO
2022-03-15,7.162754058837891,BITO
2022-03-16,7.366581439971924,BITO
2022-03-17,7.363708972930908,BITO
2022-03-18,7.587639331817627,BITO
2022-03-21,7.421126842498779,BITO
2022-03-22,7.630701541900635,BITO
2022-03-23,7.607734680175781,BITO
2022-03-24,7.932141304016113,BITO
2022-03-25,8.021134376525879,BITO
2022-03-28,8.649849891662598,BITO
2022-03-29,8.606786727905273,BITO
2022-03-30,8.468985557556152,BITO
2022-03-31,8.199125289916992,BITO
2022-04-01,8.357024192810059,BITO
2022-04-04,8.262283325195312,BITO
2022-04-05,8.279510498046875,BITO
2022-04-06,7.848884582519531,BITO
2022-04-07,7.771371841430664,BITO
2022-04-08,7.659408092498779,BITO
2022-04-11,7.151269435882568,BITO
2022-04-12,7.030694484710693,BITO
2022-04-13,7.369454383850098,BITO
2022-04-14,7.142657279968262,BITO
2022-04-18,7.2890706062316895,BITO
2022-04-19,7.444095134735107,BITO
2022-04-20,7.3895487785339355,BITO
2022-04-21,7.3895487785339355,BITO
2022-04-22,7.070884704589844,BITO
2022-04-25,7.205814361572266,BITO
2022-04-26,6.84982967376709,BITO
2022-04-27,6.956051349639893,BITO
2022-04-28,7.159881114959717,BITO
2022-04-29,6.844088554382324,BITO
2022-05-02,6.890021800994873,BITO
2022-05-03,6.72638463973999,BITO
2022-05-04,7.139787197113037,BITO
2022-05-05,6.490975856781006,BITO
