date,price,ticker
,SPY,
1993-01-29,24.313039779663086,SPY
1993-02-01,24.485958099365234,SPY
1993-02-02,24.537843704223633,SPY
1993-02-03,24.797203063964844,SPY
1993-02-04,24.900991439819336,SPY
1993-02-05,24.88368034362793,SPY
1993-02-08,24.88368034362793,SPY
1993-02-09,24.71076202392578,SPY
1993-02-10,24.74534034729004,SPY
1993-02-11,24.866374969482422,SPY
1993-02-12,24.67618179321289,SPY
1993-02-16,24.05364990234375,SPY
1993-02-17,24.036354064941406,SPY
1993-02-18,24.019071578979492,SPY
1993-02-19,24.10552406311035,SPY
1993-02-22,24.191997528076172,SPY
1993-02-23,24.17470359802246,SPY
1993-02-24,24.485958099365234,SPY
1993-02-25,24.537843704223633,SPY
1993-02-26,24.57242202758789,SPY
1993-03-01,24.503252029418945,SPY
1993-03-02,24.866374969482422,SPY
1993-03-03,24.97014045715332,SPY
1993-03-04,24.831798553466797,SPY
1993-03-05,24.76262855529785,SPY
1993-03-08,25.315990447998047,SPY
1993-03-09,25.22953987121582,SPY
1993-03-10,25.281391143798828,SPY
1993-03-11,25.21224021911621,SPY
1993-03-12,24.952856063842773,SPY
1993-03-15,25.07389259338379,SPY
1993-03-16,25.07389259338379,SPY
1993-03-17,24.918272018432617,SPY
1993-03-18,25.07389259338379,SPY
1993-03-19,25.03595733642578,SPY
1993-03-22,24.896968841552734,SPY
1993-03-23,24.949071884155273,SPY
1993-03-24,24.949071884155273,SPY
1993-03-25,25.105451583862305,SPY
1993-03-26,24.96645164489746,SPY
1993-03-29,25.07070541381836,SPY
1993-03-30,25.14019775390625,SPY
1993-03-31,25.12281608581543,SPY
1993-04-01,25.03595733642578,SPY
1993-04-02,24.51473617553711,SPY
1993-04-05,24.63634490966797,SPY
1993-04-06,24.566865921020508,SPY
1993-04-07,24.653732299804688,SPY
1993-04-08,24.61897850036621,SPY
1993-04-12,24.96645164489746,SPY
1993-04-13,25.018596649169922,SPY
1993-04-14,24.98381805419922,SPY
1993-04-15,24.98381805419922,SPY
1993-04-16,24.98381805419922,SPY
1993-04-19,24.879581451416016,SPY
1993-04-20,24.757963180541992,SPY
1993-04-21,24.74058723449707,SPY
1993-04-22,24.427865982055664,SPY
1993-04-23,24.323610305786133,SPY
1993-04-26,24.132509231567383,SPY
1993-04-27,24.393115997314453,SPY
1993-04-28,24.340991973876953,SPY
1993-04-29,24.44524383544922,SPY
1993-04-30,24.479995727539062,SPY
1993-05-03,24.63634490966797,SPY
1993-05-04,24.723217010498047,SPY
1993-05-05,24.792722702026367,SPY
1993-05-06,24.705856323242188,SPY
1993-05-07,24.653732299804688,SPY
1993-05-10,24.705856323242188,SPY
1993-05-11,24.810102462768555,SPY
1993-05-12,24.775346755981445,SPY
1993-05-13,24.479995727539062,SPY
1993-05-14,24.46259880065918,SPY
1993-05-17,24.54947853088379,SPY
1993-05-18,24.532106399536133,SPY
1993-05-19,25.03595733642578,SPY
1993-05-20,25.105451583862305,SPY
1993-05-21,24.879581451416016,SPY
1993-05-24,24.98381805419922,SPY
1993-05-25,25.03595733642578,SPY
1993-05-26,25.34869384765625,SPY
1993-05-27,25.261816024780273,SPY
1993-05-28,25.14019775390625,SPY
1993-06-01,25.38344383239746,SPY
1993-06-02,25.34869384765625,SPY
1993-06-03,25.261816024780273,SPY
1993-06-04,25.17493438720703,SPY
1993-06-07,25.088069915771484,SPY
1993-06-08,24.862207412719727,SPY
1993-06-09,24.949071884155273,SPY
1993-06-10,24.96645164489746,SPY
1993-06-11,25.07070541381836,SPY
1993-06-14,25.03595733642578,SPY
1993-06-15,24.98381805419922,SPY
1993-06-16,25.03595733642578,SPY
1993-06-17,25.12281608581543,SPY
1993-06-18,24.91592788696289,SPY
1993-06-21,24.968435287475586,SPY
1993-06-22,24.985937118530273,SPY
1993-06-23,24.758464813232422,SPY
1993-06-24,25.09089469909668,SPY
1993-06-25,25.07341957092285,SPY
1993-06-28,25.35335350036621,SPY
1993-06-29,25.230876922607422,SPY
1993-06-30,25.230876922607422,SPY
1993-07-01,25.160884857177734,SPY
1993-07-02,25.020915985107422,SPY
1993-07-06,24.758464813232422,SPY
1993-07-07,24.828460693359375,SPY
1993-07-08,25.108402252197266,SPY
1993-07-09,25.178390502929688,SPY
1993-07-12,25.160884857177734,SPY
1993-07-13,25.143390655517578,SPY
1993-07-14,25.230876922607422,SPY
1993-07-15,25.12589454650879,SPY
1993-07-16,25.055906295776367,SPY
1993-07-19,25.03841209411621,SPY
1993-07-20,25.108402252197266,SPY
1993-07-21,25.09089469909668,SPY
1993-07-22,24.91592788696289,SPY
1993-07-23,25.03841209411621,SPY
1993-07-26,25.178390502929688,SPY
1993-07-27,25.160884857177734,SPY
