date,ticker,price,mom_252,cs_rank,raw_signal,regime,weight_target,weight
1990-05-01,AAPL,0.278481513261795,,,0.0,1.0,0.0,0.0
1990-05-02,AAPL,0.2793601155281067,,,0.0,1.0,0.0,0.0
1990-05-03,AAPL,0.2811170220375061,,,0.0,1.0,0.0,0.0
1990-05-04,AAPL,0.2811170220375061,,,0.0,1.0,0.0,0.0
1990-05-07,AAPL,0.2916589677333832,,,0.0,1.0,0.0,0.0
1990-05-08,AAPL,0.2934157252311706,,,0.0,1.0,0.0,0.0
1990-05-09,AAPL,0.2942942678928375,,,0.0,1.0,0.0,0.0
1990-05-10,AAPL,0.2907805740833282,,,0.0,1.0,0.0,0.0
1990-05-11,AAPL,0.2995649576187134,,,0.0,1.0,0.0,0.0
1990-05-14,AAPL,0.2934157252311706,,,0.0,1.0,0.0,0.0
1990-05-15,AAPL,0.2934157252311706,,,0.0,1.0,0.0,0.0
1990-05-16,AAPL,0.2925373911857605,,,0.0,1.0,0.0,0.0
1990-05-17,AAPL,0.2916589677333832,,,0.0,1.0,0.0,0.0
1990-05-18,AAPL,0.2793601155281067,,,0.0,1.0,0.0,0.0
1990-05-21,AAPL,0.2783734500408172,,,0.0,1.0,0.0,0.0
1990-05-22,AAPL,0.2915874421596527,,,0.0,1.0,0.0,0.0
1990-05-23,AAPL,0.2959916591644287,,,0.0,1.0,0.0,0.0
1990-05-24,AAPL,0.2959916591644287,,,0.0,1.0,0.0,0.0
1990-05-25,AAPL,0.2818970084190368,,,0.0,1.0,0.0,0.0
1990-05-29,AAPL,0.2889439165592193,,,0.0,1.0,0.0,0.0
1990-05-30,AAPL,0.2915874421596527,,,0.0,1.0,0.0,0.0
1990-05-31,AAPL,0.29070645570755,,,0.0,1.0,0.0,0.0
1990-06-01,AAPL,0.2871821522712707,,,0.0,1.0,0.0,0.0
1990-06-04,AAPL,0.2871821522712707,,,0.0,1.0,0.0,0.0
1990-06-05,AAPL,0.2783734500408172,,,0.0,1.0,0.0,0.0
1990-06-06,AAPL,0.2783734500408172,,,0.0,1.0,0.0,0.0
1990-06-07,AAPL,0.2748492062091827,,,0.0,1.0,0.0,0.0
1990-06-08,AAPL,0.2695640325546264,,,0.0,1.0,0.0,0.0
1990-06-11,AAPL,0.2748492062091827,,,0.0,1.0,0.0,0.0
1990-06-12,AAPL,0.2854204177856445,,,0.0,1.0,0.0,0.0
1990-06-13,AAPL,0.2801352441310882,,,0.0,1.0,0.0,0.0
1990-06-14,AAPL,0.2801352441310882,,,0.0,1.0,0.0,0.0
1990-06-15,AAPL,0.2783734500408172,,,0.0,1.0,0.0,0.0
1990-06-18,AAPL,0.2766110002994537,,,0.0,1.0,0.0,0.0
1990-06-19,AAPL,0.279254287481308,,,0.0,1.0,0.0,0.0
1990-06-20,AAPL,0.2818970084190368,,,0.0,1.0,0.0,0.0
1990-06-21,AAPL,0.2951107621192932,,,0.0,1.0,0.0,0.0
1990-06-22,AAPL,0.292468249797821,,,0.0,1.0,0.0,0.0
1990-06-25,AAPL,0.29070645570755,,,0.0,1.0,0.0,0.0
1990-06-26,AAPL,0.2863012850284576,,,0.0,1.0,0.0,0.0
1990-06-27,AAPL,0.292468249797821,,,0.0,1.0,0.0,0.0
1990-06-28,AAPL,0.303039401769638,,,0.0,1.0,0.0,0.0
1990-06-29,AAPL,0.315372496843338,,,0.0,1.0,0.0,0.0
1990-07-02,AAPL,0.3100864291191101,,,0.0,1.0,0.0,0.0
1990-07-03,AAPL,0.3100864291191101,,,0.0,1.0,0.0,0.0
1990-07-05,AAPL,0.3065628111362457,,,0.0,1.0,0.0,0.0
1990-07-06,AAPL,0.315372496843338,,,0.0,1.0,0.0,0.0
1990-07-09,AAPL,0.328586220741272,,,0.0,1.0,0.0,0.0
1990-07-10,AAPL,0.3312289118766784,,,0.0,1.0,0.0,0.0
1990-07-11,AAPL,0.3312289118766784,,,0.0,1.0,0.0,0.0
1990-07-12,AAPL,0.3338714838027954,,,0.0,1.0,0.0,0.0
1990-07-13,AAPL,0.3294671177864074,,,0.0,1.0,0.0,0.0
1990-07-16,AAPL,0.321538507938385,,,0.0,1.0,0.0,0.0
1990-07-17,AAPL,0.3118481636047363,,,0.0,1.0,0.0,0.0
1990-07-18,AAPL,0.3144915401935577,,,0.0,1.0,0.0,0.0
1990-07-19,AAPL,0.2942298352718353,,,0.0,1.0,0.0,0.0
1990-07-20,AAPL,0.2889439165592193,,,0.0,1.0,0.0,0.0
1990-07-23,AAPL,0.292468249797821,,,0.0,1.0,0.0,0.0
1990-07-24,AAPL,0.2968725264072418,,,0.0,1.0,0.0,0.0
1990-07-25,AAPL,0.2977533936500549,,,0.0,1.0,0.0,0.0
1990-07-26,AAPL,0.2915874421596527,,,0.0,1.0,0.0,0.0
1990-07-27,AAPL,0.2915874421596527,,,0.0,1.0,0.0,0.0
1990-07-30,AAPL,0.298634260892868,,,0.0,1.0,0.0,0.0
1990-07-31,AAPL,0.2959916591644287,,,0.0,1.0,0.0,0.0
1990-08-01,AAPL,0.298634260892868,,,0.0,1.0,0.0,0.0
1990-08-02,AAPL,0.3065628111362457,,,0.0,1.0,0.0,0.0
1990-08-03,AAPL,0.29070645570755,,,0.0,1.0,0.0,0.0
1990-08-06,AAPL,0.2783734500408172,,,0.0,1.0,0.0,0.0
1990-08-07,AAPL,0.2783734500408172,,,0.0,1.0,0.0,0.0
1990-08-08,AAPL,0.2827778458595276,,,0.0,1.0,0.0,0.0
1990-08-09,AAPL,0.2783734500408172,,,0.0,1.0,0.0,0.0
1990-08-10,AAPL,0.2730875313282013,,,0.0,1.0,0.0,0.0
1990-08-13,AAPL,0.281016081571579,,,0.0,1.0,0.0,0.0
1990-08-14,AAPL,0.2801352441310882,,,0.0,1.0,0.0,0.0
1990-08-15,AAPL,0.2766110002994537,,,0.0,1.0,0.0,0.0
1990-08-16,AAPL,0.2713257968425751,,,0.0,1.0,0.0,0.0
1990-08-17,AAPL,0.2572309672832489,,,0.0,1.0,0.0,0.0
1990-08-20,AAPL,0.2597754001617431,,,0.0,1.0,0.0,0.0
1990-08-21,AAPL,0.2562413215637207,,,0.0,1.0,0.0,0.0
1990-08-22,AAPL,0.2482886910438537,,,0.0,1.0,0.0,0.0
1990-08-23,AAPL,0.2438710033893585,,,0.0,1.0,0.0,0.0
1990-08-24,AAPL,0.2509394288063049,,,0.0,1.0,0.0,0.0
1990-08-27,AAPL,0.2668444812297821,,,0.0,1.0,0.0,0.0
1990-08-28,AAPL,0.2694951891899109,,,0.0,1.0,0.0,0.0
1990-08-29,AAPL,0.2633095383644104,,,0.0,1.0,0.0,0.0
1990-08-30,AAPL,0.2562413215637207,,,0.0,1.0,0.0,0.0
1990-08-31,AAPL,0.2615425586700439,,,0.0,1.0,0.0,0.0
1990-09-04,AAPL,0.2615425586700439,,,0.0,1.0,0.0,0.0
1990-09-05,AAPL,0.2544742524623871,,,0.0,1.0,0.0,0.0
1990-09-06,AAPL,0.2527062892913818,,,0.0,1.0,0.0,0.0
1990-09-07,AAPL,0.2571249306201935,,,0.0,1.0,0.0,0.0
1990-09-10,AAPL,0.2527062892913818,,,0.0,1.0,0.0,0.0
1990-09-11,AAPL,0.240336075425148,,,0.0,1.0,0.0,0.0
1990-09-12,AAPL,0.240336075425148,,,0.0,1.0,0.0,0.0
1990-09-13,AAPL,0.2385691553354263,,,0.0,1.0,0.0,0.0
1990-09-14,AAPL,0.240336075425148,,,0.0,1.0,0.0,0.0
1990-09-17,AAPL,0.2385691553354263,,,0.0,1.0,0.0,0.0
1990-09-18,AAPL,0.2359184920787811,,,0.0,1.0,0.0,0.0
1990-09-19,AAPL,0.2297338098287582,,,0.0,1.0,0.0,0.0
1990-09-20,AAPL,0.2235482335090637,,,0.0,1.0,0.0,0.0
1990-09-21,AAPL,0.2226647287607193,,,0.0,1.0,0.0,0.0
1990-09-24,AAPL,0.2138284891843795,,,0.0,1.0,0.0,0.0
1990-09-25,AAPL,0.2120615094900131,,,0.0,1.0,0.0,0.0
1990-09-26,AAPL,0.2102945148944854,,,0.0,1.0,0.0,0.0
1990-09-27,AAPL,0.1996912360191345,,,0.0,1.0,0.0,0.0
1990-09-28,AAPL,0.2049932032823562,,,0.0,1.0,0.0,0.0
1990-10-01,AAPL,0.2155954986810684,,,0.0,1.0,0.0,0.0
1990-10-02,AAPL,0.2094109058380127,,,0.0,1.0,0.0,0.0
1990-10-03,AAPL,0.1908551305532455,,,0.0,1.0,0.0,0.0
1990-10-04,AAPL,0.1979240924119949,,,0.0,1.0,0.0,0.0
1990-10-05,AAPL,0.1979240924119949,,,0.0,1.0,0.0,0.0
1990-10-08,AAPL,0.2058766782283783,,,0.0,1.0,0.0,0.0
1990-10-09,AAPL,0.1979240924119949,,,0.0,1.0,0.0,0.0
1990-10-10,AAPL,0.1873210072517395,,,0.0,1.0,0.0,0.0
1990-10-11,AAPL,0.1961570978164672,,,0.0,1.0,0.0,0.0
1990-10-12,AAPL,0.1996912360191345,,,0.0,1.0,0.0,0.0
1990-10-15,AAPL,0.1961570978164672,,,0.0,1.0,0.0,0.0
1990-10-16,AAPL,0.1767177730798721,,,0.0,1.0,0.0,0.0
1990-10-17,AAPL,0.1873210072517395,,,0.0,1.0,0.0,0.0
1990-10-18,AAPL,0.2014583051204681,,,0.0,1.0,0.0,0.0
1990-10-19,AAPL,0.2217811197042465,,,0.0,1.0,0.0,0.0
1990-10-22,AAPL,0.2200140953063964,,,0.0,1.0,0.0,0.0
1990-10-23,AAPL,0.2191306054592132,,,0.0,1.0,0.0,0.0
1990-10-24,AAPL,0.2155954986810684,,,0.0,1.0,0.0,0.0
1990-10-25,AAPL,0.2120615094900131,,,0.0,1.0,0.0,0.0
1990-10-26,AAPL,0.2120615094900131,,,0.0,1.0,0.0,0.0
1990-10-29,AAPL,0.2111779004335403,,,0.0,1.0,0.0,0.0
1990-10-30,AAPL,0.2147120833396911,,,0.0,1.0,0.0,0.0
1990-10-31,AAPL,0.2173635512590408,,,0.0,1.0,0.0,0.0
1990-11-01,AAPL,0.2155954986810684,,,0.0,1.0,0.0,0.0
1990-11-02,AAPL,0.2244317978620529,,,0.0,1.0,0.0,0.0
1990-11-05,AAPL,0.2350350022315979,,,0.0,1.0,0.0,0.0
1990-11-06,AAPL,0.2368019372224807,,,0.0,1.0,0.0,0.0
1990-11-07,AAPL,0.2350350022315979,,,0.0,1.0,0.0,0.0
1990-11-08,AAPL,0.2438710033893585,,,0.0,1.0,0.0,0.0
1990-11-09,AAPL,0.2509394288063049,,,0.0,1.0,0.0,0.0
1990-11-12,AAPL,0.2562413215637207,,,0.0,1.0,0.0,0.0
1990-11-13,AAPL,0.2544742524623871,,,0.0,1.0,0.0,0.0
1990-11-14,AAPL,0.2615425586700439,,,0.0,1.0,0.0,0.0
1990-11-15,AAPL,0.2544742524623871,,,0.0,1.0,0.0,0.0
1990-11-16,AAPL,0.2491190135478973,,,0.0,1.0,0.0,0.0
1990-11-19,AAPL,0.2579844295978546,,,0.0,1.0,0.0,0.0
1990-11-20,AAPL,0.2517783343791961,,,0.0,1.0,0.0,0.0
1990-11-21,AAPL,0.256211519241333,,,0.0,1.0,0.0,0.0
1990-11-23,AAPL,0.2579844295978546,,,0.0,1.0,0.0,0.0
1990-11-26,AAPL,0.2606439888477325,,,0.0,1.0,0.0,0.0
1990-11-27,AAPL,0.2659629583358764,,,0.0,1.0,0.0,0.0
1990-11-28,AAPL,0.2606439888477325,,,0.0,1.0,0.0,0.0
1990-11-29,AAPL,0.2606439888477325,,,0.0,1.0,0.0,0.0
1990-12-03,AAPL,0.2703961431980133,,,0.0,1.0,0.0,0.0
1990-12-04,AAPL,0.2730555832386017,,,0.0,1.0,0.0,0.0
1990-12-05,AAPL,0.2845806777477264,,,0.0,1.0,0.0,0.0
1990-12-06,AAPL,0.2925597727298736,,,0.0,1.0,0.0,0.0
1990-12-07,AAPL,0.3014247119426727,,,0.0,1.0,0.0,0.0
1990-12-10,AAPL,0.2961057424545288,,,0.0,1.0,0.0,0.0
1990-12-11,AAPL,0.2836943566799164,,,0.0,1.0,0.0,0.0
1990-12-12,AAPL,0.2810347974300384,,,0.0,1.0,0.0,0.0
1990-12-13,AAPL,0.289013147354126,,,0.0,1.0,0.0,0.0
1990-12-14,AAPL,0.2828077673912048,,,0.0,1.0,0.0,0.0
1990-12-17,AAPL,0.2845806777477264,,,0.0,1.0,0.0,0.0
1990-12-18,AAPL,0.2996517717838287,,,0.0,1.0,0.0,0.0
1990-12-19,AAPL,0.2969923317432403,,,0.0,1.0,0.0,0.0
1990-12-20,AAPL,0.3120633959770202,,,0.0,1.0,0.0,0.0
1990-12-21,AAPL,0.3191561996936798,,,0.0,1.0,0.0,0.0
1990-12-24,AAPL,0.3120633959770202,,,0.0,1.0,0.0,0.0
1990-12-26,AAPL,0.3102904558181762,,,0.0,1.0,0.0,0.0
1990-12-27,AAPL,0.3085174262523651,,,0.0,1.0,0.0,0.0
1990-12-28,AAPL,0.3049715161323547,,,0.0,1.0,0.0,0.0
1990-12-31,AAPL,0.3049715161323547,,,0.0,1.0,0.0,0.0
1991-01-02,AAPL,0.3085174262523651,,,0.0,1.0,0.0,0.0
1991-01-03,AAPL,0.3049715161323547,,,0.0,1.0,0.0,0.0
1991-01-04,AAPL,0.3067444860935211,,,0.0,1.0,0.0,0.0
1991-01-07,AAPL,0.3067444860935211,,,0.0,1.0,0.0,0.0
1991-01-09,AAPL,0.3209291398525238,,,0.0,1.0,0.0,0.0
1991-01-10,AAPL,0.3342270851135254,,,0.0,1.0,0.0,0.0
1991-01-11,AAPL,0.3333407640457153,,,0.0,1.0,0.0,0.0
1991-01-14,AAPL,0.3280209898948669,,,0.0,1.0,0.0,0.0
1991-01-15,AAPL,0.3315676748752594,,,0.0,1.0,0.0,0.0
1991-01-16,AAPL,0.3528443276882171,,,0.0,1.0,0.0,0.0
1991-01-17,AAPL,0.3634827435016632,,,0.0,1.0,0.0,0.0
1991-01-18,AAPL,0.3563910126686096,,,0.0,1.0,0.0,0.0
1991-01-21,AAPL,0.3599368929862976,,,0.0,1.0,0.0,0.0
1991-01-22,AAPL,0.3634827435016632,,,0.0,1.0,0.0,0.0
1991-01-23,AAPL,0.36702960729599,,,0.0,1.0,0.0,0.0
1991-01-24,AAPL,0.3696890771389007,,,0.0,1.0,0.0,0.0
1991-01-25,AAPL,0.3794412612915039,,,0.0,1.0,0.0,0.0
1991-01-28,AAPL,0.3865331411361694,,,0.0,1.0,0.0,0.0
1991-01-29,AAPL,0.3812142014503479,,,0.0,1.0,0.0,0.0
1991-01-30,AAPL,0.3936258554458618,,,0.0,1.0,0.0,0.0
1991-01-31,AAPL,0.3936258554458618,0.6526293168302619,,0.0,1.0,0.0,0.0
1991-02-01,AAPL,0.3953988254070282,0.6600730914074275,,0.0,1.0,0.0,0.0
1991-02-04,AAPL,0.3918529152870178,0.6635313408173933,,0.0,1.0,0.0,0.0
1991-02-05,AAPL,0.4095833003520965,0.7070682429326327,,0.0,1.0,0.0,0.0
1991-02-06,AAPL,0.4033779501914978,0.6451827045461771,,0.0,1.0,0.0,0.0
1991-02-07,AAPL,0.4095833003520965,0.6825080719977887,,0.0,1.0,0.0,0.0
1991-02-08,AAPL,0.4246545433998108,0.8231152263258654,,0.0,1.0,0.0,0.0
1991-02-11,AAPL,0.4352930784225464,0.8829446491948478,,0.0,1.0,0.0,0.0
1991-02-12,AAPL,0.4255408644676208,0.7735764499634261,,0.0,1.0,0.0,0.0
1991-02-13,AAPL,0.4255408644676208,0.7866237656870785,,0.0,1.0,0.0,0.0
1991-02-14,AAPL,0.4051510393619537,0.6763610031200684,,0.0,1.0,0.0,0.0
1991-02-15,AAPL,0.4095568060874939,0.7069578196861672,,0.0,1.0,0.0,0.0
1991-02-19,AAPL,0.4264362752437591,0.7773083582199674,,0.0,1.0,0.0,0.0
1991-02-20,AAPL,0.4335440397262573,0.8278175650775639,,0.0,1.0,0.0,0.0
1991-02-21,AAPL,0.4193295836448669,0.7810828854159313,,0.0,1.0,0.0,0.0
1991-02-22,AAPL,0.4246596097946167,0.7771982336042371,,0.0,1.0,0.0,0.0
1991-02-25,AAPL,0.4122219383716583,0.7774201573529869,,0.0,1.0,0.0,0.0
1991-02-26,AAPL,0.4139985740184784,0.7716599065329441,,0.0,1.0,0.0,0.0
1991-02-27,AAPL,0.4139985740184784,0.7325818549500298,,0.0,1.0,0.0,0.0
1991-02-28,AAPL,0.4068918526172638,0.7282542018918234,,0.0,1.0,0.0,0.0
1991-03-01,AAPL,0.4104451835155487,0.7177109343833978,,0.0,1.0,0.0,0.0
1991-03-04,AAPL,0.4148870706558227,0.7236208034232468,,0.0,1.0,0.0,0.0
1991-03-05,AAPL,0.4486467242240906,0.8914903398720095,,0.0,1.0,0.0,0.0
1991-03-06,AAPL,0.4477583169937134,0.8467046932036277,,0.0,1.0,0.0,0.0
1991-03-07,AAPL,0.4779640734195709,0.9293435547949949,,0.0,1.0,0.0,0.0
1991-03-08,AAPL,0.4619730710983276,0.8582049286908153,,0.0,1.0,0.0,0.0
1991-03-11,AAPL,0.4513117372989654,0.7474002770268491,,0.0,1.0,0.0,0.0
1991-03-12,AAPL,0.44687020778656,0.7243387973227942,,0.0,1.0,0.0,0.0
1991-03-13,AAPL,0.4708574116230011,0.8292995626174042,,0.0,1.0,0.0,0.0
1991-03-14,AAPL,0.463749498128891,0.7894709424096715,,0.0,1.0,0.0,0.0
1991-03-15,AAPL,0.4708574116230011,0.8107607603993789,,0.0,1.0,0.0,0.0
1991-03-18,AAPL,0.4815183281898498,0.8643549248422739,,0.0,1.0,0.0,0.0
1991-03-19,AAPL,0.4939558207988739,0.7462053836463571,,0.0,1.0,0.0,0.0
1991-03-20,AAPL,0.4815183281898498,0.6168755926156646,,0.0,1.0,0.0,0.0
1991-03-21,AAPL,0.4601962566375732,0.5826237983342588,,0.0,1.0,0.0,0.0
1991-03-22,AAPL,0.4495351910591125,0.5366760099862202,,0.0,1.0,0.0,0.0
1991-03-25,AAPL,0.4584193527698517,0.6006957437854672,,0.0,1.0,0.0,0.0
1991-03-26,AAPL,0.4975094795227051,0.6755132634716359,,0.0,1.0,0.0,0.0
1991-03-27,AAPL,0.4921793639659881,0.6575624913181413,,0.0,1.0,0.0,0.0
1991-03-28,AAPL,0.4832949340343475,0.6373299244604564,,0.0,1.0,0.0,0.0
1991-04-01,AAPL,0.4868486523628235,0.6793557809007003,,0.0,1.0,0.0,0.0
1991-04-02,AAPL,0.5170544981956482,0.7889695880315417,,0.0,1.0,0.0,0.0
1991-04-03,AAPL,0.4975094795227051,0.7587680820373992,,0.0,1.0,0.0,0.0
1991-04-04,AAPL,0.5081703066825867,0.7964556504328903,,0.0,1.0,0.0,0.0
1991-04-05,AAPL,0.4930675625801086,0.6804401406626732,,0.0,1.0,0.0,0.0
1991-04-08,AAPL,0.4975094795227051,0.7161296769220615,,0.0,1.0,0.0,0.0
1991-04-09,AAPL,0.488625019788742,0.727360229826761,,0.0,1.0,0.0,0.0
1991-04-10,AAPL,0.4752991199493408,0.6960524891308766,,0.0,1.0,0.0,0.0
1991-04-11,AAPL,0.504616916179657,0.7459364918049289,,0.0,1.0,0.0,0.0
1991-04-12,AAPL,0.5099470615386963,0.7590323842780538,,0.0,1.0,0.0,0.0
1991-04-15,AAPL,0.4424284398555755,0.48124728042686593,,0.0,1.0,0.0,0.0
1991-04-16,AAPL,0.4566428065299988,0.5023222062807864,,0.0,1.0,0.0,0.0
1991-04-17,AAPL,0.4495351910591125,0.4620383592841082,,0.0,1.0,0.0,0.0
1991-04-18,AAPL,0.4335440397262573,0.42632891390712757,,0.0,1.0,0.0,0.0
1991-04-19,AAPL,0.4237713515758514,0.39417746815245236,,0.0,1.0,0.0,0.0
1991-04-22,AAPL,0.4370971918106079,0.5452018933231044,,0.0,1.0,0.0,0.0
1991-04-23,AAPL,0.4370971918106079,0.5452018933231044,,0.0,1.0,0.0,0.0
1991-04-24,AAPL,0.4317673444747925,0.5455582972485991,,0.0,1.0,0.0,0.0
1991-04-25,AAPL,0.415775328874588,0.5267230331209185,,0.0,1.0,0.0,0.0
1991-04-26,AAPL,0.4166644513607025,0.5299878823905735,,0.0,1.0,0.0,0.0
1991-04-29,AAPL,0.4139985740184784,0.5153119021280927,,0.0,1.0,0.0,0.0
1991-04-30,AAPL,0.3908998966217041,0.4216242257920646,,0.0,1.0,0.0,0.0
1991-05-01,AAPL,0.3358189165592193,0.2135479927188495,,0.0,1.0,0.0,0.0
1991-05-02,AAPL,0.3482564985752105,0.25055517867651567,,0.0,1.0,0.0,0.0
1991-05-03,AAPL,0.3482564985752105,0.24662211682172686,,0.0,1.0,0.0,0.0
1991-05-06,AAPL,0.3571409285068512,0.2704350875600914,,0.0,1.0,0.0,0.0
1991-05-07,AAPL,0.3598060011863708,0.2799153839156925,,0.0,1.0,0.0,0.0
1991-05-08,AAPL,0.353586733341217,0.21232937251716666,,0.0,1.0,0.0,0.0
1991-05-09,AAPL,0.3606941998004913,0.22929403158714368,,0.0,1.0,0.0,0.0
1991-05-10,AAPL,0.3642476499080658,0.23769875817187391,,0.0,1.0,0.0,0.0
1991-05-13,AAPL,0.3749086856842041,0.28931819763436994,,0.0,1.0,0.0,0.0
1991-05-14,AAPL,0.3802397549152374,0.2693065234926677,,0.0,1.0,0.0,0.0
1991-05-15,AAPL,0.3589176833629608,0.22323942617657533,,0.0,1.0,0.0,0.0
1991-05-16,AAPL,0.3482564985752105,0.1869046837923667,,0.0,1.0,0.0,0.0
1991-05-17,AAPL,0.3340421915054321,0.1418786164443373,,0.0,1.0,0.0,0.0
1991-05-20,AAPL,0.3153014779090881,0.08106217463307153,,0.0,1.0,0.0,0.0
1991-05-21,AAPL,0.3224272429943084,0.15416347958185428,,0.0,1.0,0.0,0.0
1991-05-22,AAPL,0.3295522928237915,0.18384958326834,,0.0,1.0,0.0,0.0
1991-05-23,AAPL,0.3215365409851074,0.10271052348357546,,0.0,1.0,0.0,0.0
1991-05-24,AAPL,0.3268804848194122,0.10435708135216126,,0.0,1.0,0.0,0.0
1991-05-28,AAPL,0.3277710080146789,0.10736569043858157,,0.0,1.0,0.0,0.0
1991-05-29,AAPL,0.3348968923091888,0.18801151593410403,,0.0,1.0,0.0,0.0
1991-05-30,AAPL,0.3393498957157135,0.17444900642565853,,0.0,1.0,0.0,0.0
1991-05-31,AAPL,0.3348968923091888,0.1485298880801007,,0.0,1.0,0.0,0.0
1991-06-03,AAPL,0.3509289920330047,0.20715926716824762,,0.0,1.0,0.0,0.0
1991-06-04,AAPL,0.3500382006168365,0.21887170859487237,,0.0,1.0,0.0,0.0
1991-06-05,AAPL,0.3420217633247375,0.19095758778792638,,0.0,1.0,0.0,0.0
